Meter_ID,Dwelling_Type,Num_Occupants,House_Area_sqft,Connected_Load_kW,Meter_Age_Years,Date,Temperature_C,Humidity_pct,Grid_Outage_Hours,Appliance_Score,Anomaly_Type,Meter_Bypass_Signal,Has_Solar_Panel,Voltage_V,Power_Factor,Expected_Energy_kWh,Actual_Energy_kWh,Peak_Hour_Usage_kWh,Off_Peak_Usage_kWh
IN-KL-ELC-93316474,Villa,6,4049,11.92,14,27-09-2023,29.43,80.86,1.63,16.0,2,0,0,228.21,0.66,17.38 kWh,46.39 kWh,24.51 kWh,15.16 kWh
IN-KL-ELC-02773784,Independent House,2,1742,5.15,13,08-11-2023,26.81,48.18,0.0,12.0,1,1,0,214.5,0.85,38.48 kWh,49.36 kWh,23.36 kWh,16.54 kWh
IN-KL-ELC-45132982,Independent House,2,4729,13.99,7,14-08-2023,30.38,84.69,6.9,2.0,1,1,0,217.75,0.73,12.39 kWh,174.63 kWh,92.30 kWh,53.43 kWh
IN-KL-ELC-77698510,Apartment,4,1853,5.77,18,23-12-2023,22.6,57.6,5.5,4.0,1,1,0,228.24,0.71,41.68 kWh,79.32 kWh,47.21 kWh,25.59 kWh
IN-KL-ELC-98744029,Villa,8,2571,7.94,16,15-03-2023,31.19,62.27,0.0,15.0,3,0,1,229.55,0.91,-16.83 kWh,41.28 kWh,23.08 kWh,15.83 kWh
IN-KL-ELC-18144439,Villa,1,2729,7.26,7,12-10-2022,27.42,54.11,0.0,18.0,0,0,0,235.08,0.85,40.12 kWh,88.65 kWh,45.50 kWh,26.13 kWh
IN-KL-ELC-89674448,Independent House,2,3206,10.34,16,26-11-2022,27.36,49.53,0.0,10.0,1,1,1,225.69,0.79,19.89 kWh,154.08 kWh,81.86 kWh,57.26 kWh
IN-KL-ELC-61057997,Apartment,8,3660,9.55,11,16-07-2023,30.47,88.0,0.0,23.0,2,0,1,222.27,0.79,31.45 kWh,78.95 kWh,41.49 kWh,23.42 kWh
IN-KL-ELC-31582433,Apartment,5,2182,6.84,14,20-08-2022,28.37,81.77,5.66,9.0,2,0,0,221.36,0.73,14.71 kWh,35.36 kWh,18.97 kWh,10.70 kWh
IN-KL-ELC-26821567,Commercial,4,960,5.47,16,27-05-2023,29.81,64.89,1.25,22.0,0,0,0,224.53,0.87,30.54 kWh,69.57 kWh,40.46 kWh,21.55 kWh
IN-KL-ELC-16671591,Independent House,7,3157,11.19,8,25-06-2023,28.28,75.11,0.0,14.0,3,0,1,219.36,0.88,-24.97 kWh,60.96 kWh,33.52 kWh,18.94 kWh
IN-KL-ELC-04781521,Villa,2,711,2.38,7,17-03-2023,29.64,55.72,0.0,19.0,3,0,1,218.05,0.84,-13.41 kWh,5.97 kWh,3.81 kWh,1.70 kWh
IN-KL-ELC-11054203,Villa,2,1956,14.07,10,09-06-2023,25.68,84.85,3.34,5.0,4,0,0,229.45,0.72,43.44 kWh,200.00 kWh,114.58 kWh,62.89 kWh
IN-KL-ELC-95499875,Villa,3,2585,6.52,1,24-11-2022,24.83,66.58,0.0,16.0,0,0,0,235.26,0.83,5.09 kWh,7.94 kWh,4.37 kWh,3.04 kWh
IN-KL-ELC-37135030,Commercial,4,786,3.78,9,17-12-2022,28.0,54.99,7.93,13.0,1,1,0,223.13,0.73,37.95 kWh,34.72 kWh,18.61 kWh,9.40 kWh
IN-KL-ELC-05345854,Commercial,7,1642,4.3,1,24-09-2023,27.37,76.23,6.64,17.0,0,0,0,226.92,0.83,17.14 kWh,26.69 kWh,12.81 kWh,9.00 kWh
IN-KL-ELC-98568069,Apartment,7,465,1.5,18,20-09-2022,26.81,83.1,0.0,8.0,1,1,1,223.96,0.82,6.66 kWh,20.30 kWh,10.84 kWh,5.74 kWh
IN-KL-ELC-44976562,Apartment,6,2162,7.48,13,02-02-2023,27.6,52.32,0.0,25.0,2,0,0,235.41,0.7,28.46 kWh,78.68 kWh,41.78 kWh,26.01 kWh
IN-KL-ELC-55319886,Independent House,4,4762,13.76,17,31-03-2022,35.31,71.85,4.85,22.0,3,0,1,231.18,0.83,22.52 kWh,26.34 kWh,14.45 kWh,10.34 kWh
IN-KL-ELC-99239426,Villa,7,1268,6.74,9,31-05-2022,32.52,76.65,0.0,8.0,1,1,0,228.64,0.81,14.94 kWh,62.31 kWh,39.33 kWh,15.88 kWh
IN-KL-ELC-66834972,Villa,4,4147,13.97,14,17-09-2023,28.51,76.22,4.39,9.0,0,0,1,226.42,0.88,18.37 kWh,31.41 kWh,17.13 kWh,10.02 kWh
IN-KL-ELC-45968757,Independent House,5,1846,7.94,2,24-01-2022,23.02,59.63,0.0,25.0,0,0,1,235.88,0.94,55.70 kWh,71.86 kWh,39.72 kWh,23.22 kWh
IN-KL-ELC-02834319,Commercial,6,4938,14.55,11,13-09-2022,25.38,90.57,0.0,11.0,2,0,0,230.08,0.65,44.20 kWh,98.61 kWh,55.53 kWh,36.47 kWh
IN-KL-ELC-44862366,Commercial,1,1377,5.46,2,22-06-2022,29.15,85.73,5.09,6.0,3,0,1,227.93,0.87,13.50 kWh,28.62 kWh,16.28 kWh,10.86 kWh
IN-KL-ELC-84740647,Apartment,1,1077,6.65,9,13-06-2022,27.29,78.81,1.04,9.0,1,1,0,222.68,0.81,26.48 kWh,100.45 kWh,56.92 kWh,30.08 kWh
IN-KL-ELC-27736989,Apartment,8,616,2.81,1,15-01-2022,27.37,50.44,0.0,7.0,0,0,0,229.77,0.95,22.13 kWh,49.06 kWh,32.27 kWh,14.09 kWh
IN-KL-ELC-59068368,Apartment,2,783,2.65,8,01-08-2023,27.9,89.89,5.7,17.0,2,0,0,243.67,0.8,51.30 kWh,100.00 kWh,57.27 kWh,30.93 kWh
IN-KL-ELC-54915906,Apartment,7,3998,12.12,2,19-04-2023,28.42,54.41,0.0,12.0,0,0,0,231.85,0.82,7.25 kWh,15.25 kWh,8.33 kWh,5.85 kWh
IN-KL-ELC-86487703,Apartment,4,2864,9.84,2,03-09-2023,27.63,85.2,2.43,25.0,0,0,1,228.89,0.78,-5.38 kWh,2.07 kWh,1.30 kWh,0.51 kWh
IN-KL-ELC-09528946,Independent House,7,2919,8.99,14,26-02-2022,26.26,46.49,4.86,23.0,3,0,1,230.06,0.79,-22.16 kWh,39.15 kWh,22.08 kWh,10.70 kWh
IN-KL-ELC-77076110,Villa,2,2571,8.49,13,28-01-2022,26.44,61.34,4.75,5.0,0,0,1,227.44,0.98,20.28 kWh,32.25 kWh,17.22 kWh,10.98 kWh
IN-KL-ELC-88204169,Commercial,8,2161,10.91,19,13-07-2023,30.78,88.46,0.0,6.0,4,0,0,234.76,0.69,49.43 kWh,200.00 kWh,128.35 kWh,51.56 kWh
IN-KL-ELC-55427609,Commercial,4,504,1.5,4,26-03-2022,35.26,69.66,0.0,19.0,1,1,0,228.28,0.69,37.72 kWh,14.37 kWh,7.40 kWh,4.60 kWh
IN-KL-ELC-05104243,Villa,5,3118,9.0,13,11-09-2022,31.39,87.67,0.0,2.0,2,0,0,232.67,0.75,33.41 kWh,86.96 kWh,45.70 kWh,28.93 kWh
IN-KL-ELC-59498810,Apartment,2,3098,9.75,16,26-11-2023,28.69,68.55,4.37,10.0,2,0,0,238.05,0.74,42.71 kWh,100.00 kWh,60.63 kWh,28.37 kWh
IN-KL-ELC-01983672,Villa,4,4764,14.13,18,25-03-2022,33.14,67.31,0.0,12.0,1,1,0,227.07,0.83,29.42 kWh,233.29 kWh,149.77 kWh,63.05 kWh
IN-KL-ELC-75109152,Apartment,5,1849,8.95,4,14-07-2022,25.45,86.21,0.0,19.0,4,0,0,223.59,0.73,42.36 kWh,198.18 kWh,103.04 kWh,60.47 kWh
IN-KL-ELC-05051646,Independent House,2,671,1.5,18,05-07-2023,23.71,78.02,0.0,9.0,0,0,0,228.47,0.87,49.19 kWh,84.31 kWh,47.46 kWh,28.11 kWh
IN-KL-ELC-30089805,Commercial,6,1616,5.22,18,05-06-2023,30.88,92.3,0.0,24.0,1,1,0,214.62,0.78,22.09 kWh,70.12 kWh,41.76 kWh,17.20 kWh
IN-KL-ELC-04229766,Villa,4,4843,14.56,4,28-02-2022,27.83,47.44,0.0,7.0,3,0,1,231.04,0.91,-7.46 kWh,66.51 kWh,42.61 kWh,16.96 kWh
IN-KL-ELC-95606875,Independent House,7,1869,4.46,11,02-04-2023,35.3,61.26,0.0,3.0,1,1,0,235.38,0.7,22.97 kWh,72.11 kWh,46.16 kWh,19.64 kWh
IN-KL-ELC-25505179,Villa,8,3843,10.83,16,16-08-2022,25.27,91.28,0.0,4.0,1,1,1,222.91,0.73,14.62 kWh,150.97 kWh,84.88 kWh,50.59 kWh
IN-KL-ELC-53373896,Independent House,7,3471,8.69,19,28-04-2023,29.44,80.08,0.0,7.0,1,1,0,211.18,0.74,28.29 kWh,73.61 kWh,39.02 kWh,24.86 kWh
IN-KL-ELC-21230843,Independent House,1,4042,12.79,15,13-03-2022,37.8,59.93,0.0,20.0,1,1,1,227.1,0.83,15.36 kWh,119.05 kWh,59.14 kWh,38.11 kWh
IN-KL-ELC-82915511,Commercial,4,3492,10.31,10,02-10-2022,28.26,45.18,0.0,21.0,3,0,1,238.07,0.85,-6.70 kWh,22.82 kWh,13.19 kWh,8.06 kWh
IN-KL-ELC-04560642,Villa,3,1352,5.09,8,04-09-2022,29.3,93.32,5.12,7.0,1,1,1,225.56,0.84,42.80 kWh,50.68 kWh,27.47 kWh,16.33 kWh
IN-KL-ELC-15532661,Commercial,3,4822,14.33,12,20-09-2022,29.22,80.64,0.53,1.0,1,1,0,233.75,0.74,31.33 kWh,133.59 kWh,65.28 kWh,46.23 kWh
IN-KL-ELC-81251088,Independent House,5,504,1.5,2,02-11-2022,24.29,49.02,0.0,10.0,0,0,1,243.5,0.85,-29.35 kWh,1.46 kWh,0.96 kWh,0.40 kWh
IN-KL-ELC-75861423,Commercial,6,1470,5.95,10,01-02-2022,25.09,48.83,0.0,17.0,2,0,0,222.8,0.67,35.59 kWh,92.81 kWh,54.84 kWh,33.18 kWh
IN-KL-ELC-23131428,Apartment,5,438,10.42,6,15-07-2022,27.08,90.52,0.0,19.0,4,0,0,242.69,0.73,35.58 kWh,160.69 kWh,85.02 kWh,55.46 kWh
IN-KL-ELC-52959636,Apartment,3,3749,10.93,16,20-08-2022,24.65,85.29,2.11,21.0,0,0,0,228.85,0.88,56.01 kWh,131.78 kWh,73.45 kWh,49.84 kWh
IN-KL-ELC-52311668,Apartment,8,1802,2.76,7,22-08-2023,29.29,80.29,6.19,18.0,1,1,0,228.98,0.79,10.59 kWh,22.46 kWh,11.59 kWh,6.85 kWh
IN-KL-ELC-95743480,Villa,4,4976,15.0,15,10-01-2022,29.03,51.31,0.0,4.0,0,0,0,227.41,0.83,8.11 kWh,13.04 kWh,7.81 kWh,3.43 kWh
IN-KL-ELC-23840072,Villa,1,2730,8.61,11,28-03-2022,36.71,69.66,0.0,5.0,1,1,0,204.86,0.79,25.14 kWh,133.85 kWh,75.77 kWh,35.02 kWh
IN-KL-ELC-06441103,Apartment,3,1450,3.42,3,20-02-2022,27.62,49.53,0.0,14.0,1,1,1,234.51,0.79,39.63 kWh,36.46 kWh,21.62 kWh,8.83 kWh
IN-KL-ELC-08593059,Villa,6,2180,7.6,15,19-05-2023,36.33,72.74,0.0,4.0,0,0,0,228.93,0.89,17.52 kWh,54.69 kWh,36.29 kWh,15.40 kWh
IN-KL-ELC-16434343,Independent House,7,835,1.99,3,16-06-2022,29.74,85.55,0.0,3.0,0,0,0,220.35,0.85,32.24 kWh,59.36 kWh,37.54 kWh,14.72 kWh
IN-KL-ELC-98621291,Independent House,7,1732,5.51,5,18-07-2023,24.45,77.24,0.0,21.0,0,0,1,220.46,0.99,32.37 kWh,47.57 kWh,27.24 kWh,16.21 kWh
IN-KL-ELC-35584130,Apartment,2,2748,7.44,16,17-10-2023,27.03,64.69,0.0,13.0,1,1,0,226.36,0.82,35.08 kWh,105.81 kWh,57.84 kWh,41.85 kWh
IN-KL-ELC-16912078,Independent House,2,1033,3.22,16,23-11-2022,25.8,55.67,0.0,2.0,3,0,1,229.45,0.86,20.22 kWh,52.21 kWh,28.17 kWh,16.98 kWh
IN-KL-ELC-66867053,Apartment,8,3732,11.47,14,21-01-2022,28.06,48.03,0.0,12.0,3,0,1,230.1,0.79,10.47 kWh,45.28 kWh,23.72 kWh,13.41 kWh
IN-KL-ELC-56881469,Commercial,6,2352,5.89,16,28-09-2022,30.27,90.88,0.0,10.0,3,0,1,230.23,0.92,24.79 kWh,28.34 kWh,14.37 kWh,9.92 kWh
IN-KL-ELC-88132318,Commercial,8,2865,9.01,12,01-07-2023,27.18,78.89,0.0,9.0,0,0,1,227.25,0.92,32.66 kWh,63.95 kWh,35.28 kWh,25.25 kWh
IN-KL-ELC-78187491,Villa,7,1906,6.4,9,18-04-2022,35.62,58.18,0.0,25.0,3,0,1,227.84,0.88,-9.58 kWh,50.87 kWh,30.81 kWh,15.15 kWh
IN-KL-ELC-30596308,Commercial,5,2904,9.96,1,04-03-2022,30.33,60.11,0.0,23.0,0,0,0,227.23,0.92,52.84 kWh,81.66 kWh,45.86 kWh,20.83 kWh
IN-KL-ELC-69778859,Villa,7,4283,13.12,8,21-11-2023,26.03,54.52,0.0,11.0,0,0,0,226.44,0.79,26.31 kWh,51.25 kWh,27.83 kWh,19.13 kWh
IN-KL-ELC-32436728,Apartment,6,1098,3.13,10,24-11-2022,28.64,63.76,2.2,18.0,0,0,0,231.58,0.83,51.86 kWh,80.22 kWh,46.83 kWh,23.96 kWh
IN-KL-ELC-88763886,Villa,2,3971,11.07,13,29-04-2022,37.16,71.63,0.0,8.0,2,0,0,221.78,0.8,27.56 kWh,56.66 kWh,34.33 kWh,14.34 kWh
IN-KL-ELC-07393979,Independent House,2,3292,11.07,5,09-01-2022,27.21,61.19,0.0,19.0,0,0,0,223.24,0.95,40.02 kWh,44.85 kWh,25.06 kWh,14.37 kWh
IN-KL-ELC-55140874,Independent House,2,434,8.46,8,25-02-2022,23.19,51.27,4.68,14.0,4,0,0,229.44,0.74,42.10 kWh,199.88 kWh,104.74 kWh,69.86 kWh
IN-KL-ELC-00408744,Apartment,7,2141,6.19,5,25-11-2022,24.07,63.76,0.0,25.0,1,1,0,231.31,0.81,10.96 kWh,93.30 kWh,48.48 kWh,29.59 kWh
IN-KL-ELC-58701337,Villa,1,2494,8.55,9,30-11-2022,22.0,65.73,0.0,2.0,0,0,1,222.39,0.9,-38.54 kWh,1.16 kWh,0.63 kWh,0.42 kWh
IN-KL-ELC-17111313,Independent House,1,3176,8.28,5,04-06-2023,27.55,80.86,3.88,3.0,4,0,0,225.17,0.67,46.20 kWh,191.20 kWh,104.65 kWh,66.99 kWh
IN-KL-ELC-15933344,Villa,1,3225,9.02,10,17-05-2023,37.76,79.11,0.0,18.0,1,1,0,219.9,0.72,42.64 kWh,97.29 kWh,55.81 kWh,31.74 kWh
IN-KL-ELC-06195200,Villa,2,1823,4.22,13,03-09-2023,31.54,87.2,0.0,25.0,0,0,1,230.21,0.86,27.23 kWh,34.53 kWh,20.90 kWh,10.73 kWh
IN-KL-ELC-36792149,Commercial,5,2472,6.78,5,30-09-2022,29.24,76.46,7.08,15.0,1,1,1,239.72,0.76,30.79 kWh,89.06 kWh,50.59 kWh,27.15 kWh
IN-KL-ELC-34471055,Apartment,4,1946,7.41,16,19-08-2023,30.58,84.95,7.04,18.0,2,0,0,238.79,0.74,17.90 kWh,47.44 kWh,27.66 kWh,12.91 kWh
IN-KL-ELC-18753229,Commercial,8,4285,14.09,7,08-11-2023,28.07,60.25,0.0,5.0,2,0,0,216.72,0.68,26.54 kWh,78.45 kWh,47.17 kWh,18.63 kWh
IN-KL-ELC-40636644,Commercial,6,3481,10.67,9,05-01-2022,25.26,46.41,0.0,4.0,0,0,0,220.48,0.77,13.85 kWh,28.54 kWh,17.01 kWh,7.24 kWh
IN-KL-ELC-63019115,Apartment,3,2303,8.06,19,14-06-2022,27.84,81.89,1.36,7.0,0,0,1,236.18,0.77,-11.17 kWh,1.20 kWh,0.60 kWh,0.40 kWh
IN-KL-ELC-27106267,Villa,4,3344,10.51,14,11-12-2023,28.71,51.47,6.34,24.0,2,0,0,231.31,0.74,36.43 kWh,98.93 kWh,59.87 kWh,26.44 kWh
IN-KL-ELC-49221757,Independent House,7,2085,5.92,9,04-10-2022,29.06,48.12,0.0,20.0,3,0,1,225.88,0.84,-9.80 kWh,26.55 kWh,15.79 kWh,8.69 kWh
IN-KL-ELC-38309051,Apartment,6,4442,12.02,8,10-12-2023,25.48,47.47,0.0,24.0,0,0,0,239.53,0.81,18.07 kWh,30.73 kWh,18.10 kWh,7.12 kWh
IN-KL-ELC-76190364,Apartment,3,4346,13.64,6,21-11-2023,29.35,45.81,0.0,24.0,1,1,0,215.0,0.78,18.03 kWh,123.75 kWh,67.89 kWh,31.85 kWh
IN-KL-ELC-44221664,Villa,7,2704,8.37,9,19-05-2022,31.24,65.5,0.0,7.0,3,0,1,232.78,0.86,-10.78 kWh,58.75 kWh,37.31 kWh,18.46 kWh
IN-KL-ELC-33779713,Villa,8,4177,11.7,10,23-11-2023,29.33,67.72,0.0,13.0,0,0,0,222.82,0.91,54.99 kWh,112.55 kWh,63.35 kWh,32.60 kWh
IN-KL-ELC-89020671,Apartment,3,793,14.24,12,16-12-2022,26.38,55.52,1.39,7.0,4,0,1,226.16,0.74,25.59 kWh,133.15 kWh,74.68 kWh,37.37 kWh
IN-KL-ELC-07449607,Villa,2,3412,11.55,7,23-05-2022,37.69,73.92,1.53,12.0,0,0,0,232.59,0.95,28.25 kWh,64.34 kWh,38.87 kWh,16.23 kWh
IN-KL-ELC-29012949,Commercial,1,4743,13.27,19,24-03-2022,37.68,68.09,2.04,1.0,0,0,1,223.07,0.84,57.74 kWh,121.27 kWh,76.30 kWh,33.24 kWh
IN-KL-ELC-12354202,Commercial,7,1782,4.74,5,07-10-2023,24.57,66.01,0.0,20.0,1,1,1,224.61,0.75,37.82 kWh,49.03 kWh,26.94 kWh,16.90 kWh
IN-KL-ELC-54254875,Independent House,4,4896,15.0,18,05-07-2023,25.87,82.84,0.0,12.0,0,0,0,229.85,0.82,21.04 kWh,47.36 kWh,27.59 kWh,16.59 kWh
IN-KL-ELC-12633010,Commercial,5,3757,12.82,2,23-09-2023,29.98,91.71,0.0,3.0,0,0,0,236.85,0.88,33.97 kWh,57.64 kWh,29.23 kWh,18.62 kWh
IN-KL-ELC-56972561,Independent House,2,3948,10.34,8,27-09-2022,28.1,82.14,4.85,23.0,0,0,1,228.38,0.92,20.93 kWh,44.27 kWh,26.71 kWh,13.19 kWh
IN-KL-ELC-20457909,Apartment,3,458,1.5,19,27-07-2023,26.35,79.85,7.65,20.0,3,0,1,229.63,0.88,17.09 kWh,55.63 kWh,29.52 kWh,15.11 kWh
IN-KL-ELC-75607857,Apartment,3,3863,11.59,15,31-07-2023,26.47,75.56,2.22,2.0,2,0,0,237.65,0.71,41.75 kWh,100.00 kWh,60.23 kWh,26.07 kWh
IN-KL-ELC-40844645,Independent House,2,3208,8.54,4,27-09-2022,24.16,85.07,3.59,2.0,0,0,0,222.92,0.82,40.52 kWh,65.55 kWh,39.96 kWh,21.27 kWh
IN-KL-ELC-39542531,Villa,8,2606,10.32,12,11-01-2022,25.15,50.26,0.0,12.0,0,0,0,225.4,0.82,40.28 kWh,78.86 kWh,40.95 kWh,24.86 kWh
IN-KL-ELC-13645085,Independent House,7,2213,6.41,18,09-09-2022,27.72,81.18,4.83,10.0,2,0,0,243.31,0.8,54.03 kWh,100.00 kWh,57.60 kWh,23.13 kWh
IN-KL-ELC-42607220,Commercial,2,3548,7.86,19,04-10-2022,27.87,59.65,0.0,21.0,0,0,0,233.34,0.86,50.98 kWh,75.33 kWh,38.90 kWh,26.81 kWh
IN-KL-ELC-77636310,Independent House,1,2433,5.99,18,17-10-2023,29.53,70.26,0.0,17.0,1,0,1,217.52,0.77,6.87 kWh,50.09 kWh,28.77 kWh,16.19 kWh
IN-KL-ELC-71903357,Villa,4,1643,13.6,3,29-05-2023,35.11,60.65,0.0,22.0,4,0,0,236.08,0.74,55.48 kWh,200.00 kWh,113.11 kWh,70.02 kWh
IN-KL-ELC-11353540,Apartment,6,1979,4.47,11,07-04-2023,28.03,60.23,0.0,25.0,0,0,1,231.3,0.84,5.18 kWh,,4.34 kWh,2.04 kWh
IN-KL-ELC-42590048,Commercial,5,2595,6.5,9,18-07-2023,31.73,85.56,7.49,2.0,0,0,1,235.68,0.78,14.37 kWh,29.97 kWh,17.13 kWh,10.76 kWh
IN-KL-ELC-04576461,Commercial,1,4295,13.99,4,11-10-2023,27.14,68.61,0.0,13.0,4,0,0,228.77,0.77,57.72 kWh,200.00 kWh,123.79 kWh,49.62 kWh
IN-KL-ELC-92210429,Villa,6,2195,5.39,2,25-07-2022,26.58,83.64,0.0,1.0,1,0,0,217.59,0.8,14.94 kWh,74.02 kWh,44.19 kWh,22.00 kWh
IN-KL-ELC-94455026,Villa,3,4427,12.69,12,27-12-2023,25.32,64.79,0.0,2.0,0,0,0,228.06,0.82,59.53 kWh,95.71 kWh,60.39 kWh,25.20 kWh
IN-KL-ELC-44226851,Villa,8,2290,7.28,9,11-09-2022,31.59,89.55,0.0,3.0,1,1,0,233.03,0.83,26.03 kWh,117.63 kWh,63.97 kWh,38.98 kWh
IN-KL-ELC-02862908,Apartment,2,1762,4.87,1,20-01-2022,29.92,59.74,0.0,18.0,1,1,0,226.56,0.85,36.80 kWh,74.14 kWh,43.14 kWh,23.26 kWh
IN-KL-ELC-32865771,Apartment,7,2184,8.01,8,08-12-2022,27.38,55.72,3.51,1.0,2,0,0,243.84,0.71,25.71 kWh,40.17 kWh,26.41 kWh,11.23 kWh
IN-KL-ELC-69144712,Apartment,4,1382,4.26,5,15-04-2022,29.92,67.68,0.0,7.0,0,0,0,220.48,0.81,15.98 kWh,43.40 kWh,22.68 kWh,15.93 kWh
IN-KL-ELC-27780899,Apartment,2,4208,12.79,6,23-06-2022,31.12,81.03,0.0,25.0,0,0,1,232.75,0.87,37.78 kWh,64.79 kWh,35.43 kWh,19.86 kWh
IN-KL-ELC-76560546,Commercial,6,3173,8.5,9,28-07-2023,26.02,92.79,0.0,19.0,3,0,1,222.04,0.9,-6.06 kWh,27.74 kWh,15.38 kWh,8.21 kWh
IN-KL-ELC-53238086,Independent House,7,4715,15.0,13,01-07-2023,29.27,80.42,1.96,21.0,2,0,1,207.27,0.81,29.63 kWh,71.74 kWh,37.08 kWh,24.12 kWh
IN-KL-ELC-75012933,Apartment,5,4359,12.02,17,22-09-2022,25.83,91.31,0.0,10.0,0,0,0,231.95,0.87,48.28 kWh,104.91 kWh,56.08 kWh,32.97 kWh
IN-KL-ELC-88110715,Villa,6,4542,10.35,9,05-03-2022,34.8,62.1,0.0,25.0,4,0,1,225.73,0.67,21.12 kWh,110.05 kWh,70.56 kWh,32.73 kWh
IN-KL-ELC-77457397,Apartment,1,4135,13.66,4,09-05-2023,33.67,64.87,7.8,22.0,0,0,0,224.79,0.84,13.13 kWh,27.07 kWh,16.22 kWh,7.66 kWh
IN-KL-ELC-16394487,Independent House,1,3164,10.17,19,20-12-2023,24.26,61.22,0.0,13.0,0,0,0,234.13,0.73,20.92 kWh,38.78 kWh,22.58 kWh,11.15 kWh
IN-KL-ELC-55030361,Villa,2,1603,4.53,17,27-05-2023,33.99,72.8,0.0,15.0,0,0,0,233.21,0.88,5.31 kWh,11.46 kWh,6.80 kWh,3.50 kWh
IN-KL-ELC-23345785,Apartment,6,2424,7.35,19,15-03-2022,32.24,64.06,3.61,13.0,1,1,0,232.16,0.72,,94.46 kWh,54.09 kWh,23.82 kWh
IN-KL-ELC-48743175,Apartment,1,2914,7.56,11,18-04-2023,35.54,61.86,0.0,16.0,0,0,1,226.96,0.94,33.56 kWh,101.62 kWh,67.00 kWh,29.29 kWh
IN-KL-ELC-24161001,Commercial,4,2292,6.64,8,17-03-2022,36.22,63.05,0.0,16.0,1,1,1,217.66,0.69,27.94 kWh,74.42 kWh,44.77 kWh,24.77 kWh
IN-KL-ELC-64486651,Independent House,5,3615,12.13,7,14-06-2022,24.56,78.26,7.61,6.0,1,1,0,230.67,0.69,15.16 kWh,111.66 kWh,61.46 kWh,43.55 kWh
IN-KL-ELC-56882282,Villa,7,1143,3.47,12,28-05-2023,35.53,56.3,0.0,14.0,0,0,1,227.21,0.86,19.09 kWh,44.76 kWh,25.54 kWh,10.64 kWh
IN-KL-ELC-88055042,Commercial,2,3146,8.52,17,14-09-2023,30.66,84.61,7.87,14.0,0,0,1,230.08,0.73,56.25 kWh,99.02 kWh,62.82 kWh,29.77 kWh
IN-KL-ELC-16293341,Commercial,1,1245,6.97,5,26-10-2023,27.53,46.23,3.44,6.0,3,0,1,232.48,0.84,-13.05 kWh,54.25 kWh,31.13 kWh,20.37 kWh
IN-KL-ELC-20353727,Independent House,7,4911,15.0,8,20-09-2023,25.13,76.68,1.45,4.0,0,0,0,228.49,0.82,42.20 kWh,50.70 kWh,30.61 kWh,12.15 kWh
IN-KL-ELC-56309351,Independent House,5,4740,15.0,16,21-09-2023,24.61,93.59,5.05,2.0,3,0,1,222.67,0.89,-21.35 kWh,18.49 kWh,10.51 kWh,6.17 kWh
IN-KL-ELC-30418460,Villa,4,1107,4.7,10,24-09-2023,31.13,89.27,0.0,15.0,2,0,0,222.32,0.68,23.60 kWh,38.60 kWh,19.44 kWh,11.90 kWh
IN-KL-ELC-27451727,Independent House,2,1192,2.26,19,17-12-2022,26.11,49.89,5.79,21.0,0,0,0,228.1,0.83,14.24 kWh,22.48 kWh,11.96 kWh,8.64 kWh
IN-KL-ELC-95248620,Commercial,3,4908,15.0,4,23-04-2022,37.25,68.5,0.0,14.0,3,0,1,219.93,0.83,-8.14 kWh,57.61 kWh,38.18 kWh,16.42 kWh
IN-KL-ELC-22474149,Villa,5,2432,7.84,13,14-11-2022,27.35,54.08,2.15,9.0,3,0,1,225.51,0.95,-25.55 kWh,23.53 kWh,13.32 kWh,5.66 kWh
IN-KL-ELC-50353630,Commercial,4,2598,5.49,13,01-08-2022,25.25,91.99,6.37,18.0,2,0,0,242.24,0.88,54.46 kWh,100.00 kWh,59.63 kWh,30.03 kWh
IN-KL-ELC-52240705,Villa,3,3279,8.67,14,13-10-2022,22.63,52.84,0.0,5.0,1,1,0,224.7,0.79,17.32 kWh,78.28 kWh,45.54 kWh,24.39 kWh
IN-KL-ELC-96007691,Commercial,4,4314,12.32,15,17-07-2023,31.37,80.53,0.0,18.0,0,0,0,225.42,0.95,9.48 kWh,18.87 kWh,11.48 kWh,6.02 kWh
IN-KL-ELC-38988218,Independent House,8,3285,10.77,19,01-10-2023,25.86,50.63,0.0,3.0,3,0,1,229.46,0.87,-21.01 kWh,29.55 kWh,15.46 kWh,8.82 kWh
IN-KL-ELC-93837987,Villa,4,2145,6.48,13,17-04-2023,30.62,55.42,6.23,20.0,0,0,1,220.49,0.88,31.25 kWh,72.43 kWh,39.23 kWh,22.46 kWh
IN-KL-ELC-94553864,Villa,2,709,4.9,2,18-06-2022,27.85,92.91,5.74,4.0,0,0,0,228.78,0.99,35.89 kWh,,32.26 kWh,14.68 kWh
IN-KL-ELC-24003801,Independent House,7,2479,7.13,1,11-09-2023,27.25,87.68,2.69,17.0,0,0,1,229.91,0.82,17.15 kWh,32.99 kWh,20.42 kWh,9.50 kWh
IN-KL-ELC-14423346,Independent House,4,4059,12.01,5,21-02-2022,23.58,50.71,2.21,16.0,1,1,1,228.94,0.79,15.12 kWh,143.36 kWh,80.41 kWh,41.27 kWh
IN-KL-ELC-94569022,Apartment,1,1451,5.25,15,06-07-2023,25.99,84.8,0.74,10.0,1,1,0,222.68,0.8,33.35 kWh,68.58 kWh,41.21 kWh,18.56 kWh
